area_sqft,bedrooms,bathrooms,floors,property_age,renovation_status,lot_size,distance_city_km,neighborhood_score,crime_rate_index,school_rating,hospital_proximity_km,shopping_center_proximity_km,public_transport_score,parking_availability,property_type,construction_quality,energy_efficiency_score,water_supply_score,electricity_supply_score,internet_availability_score,green_space_index,flood_risk_index,noise_pollution_level,SalePrice,Fireplaces
1383,3,1.5,1,66,0,11600,6.59,5.6,3.3,6.3,5.85,4.49,9.1,1,1Fam,6,2.7,6,6,6.3,7.9,5.8,4.5,145250,0
2134,5,2,2,110,1,11888,6.57,6.2,4.2,7.3,5.84,2.39,6.9,1,1Fam,6,0,5.8,6.3,5.2,8.4,10,4.9,214500,0
1192,3,1,2,106,1,6402,3.83,5.7,3.1,5.5,7.44,5.39,7.8,1,1Fam,5,0,4.8,5.2,5,3.6,9.1,4.9,78000,0
1728,6,2,1,62,0,10624,5.3,4.1,5.6,5.1,6.12,6.07,8,1,Duplex,5,1.6,4.7,5.4,6.2,6.3,5.4,3.6,119000,0
1056,3,1,1,68,1,8176,3.19,5.1,5.3,5.9,7.13,4.15,7.6,1,1Fam,5,0.1,5.4,4,4.3,5.9,6,6,139000,0
1629,3,2,1,23,1,10655,5.4,7.9,2.6,9.1,3.62,2.97,6.2,1,1Fam,8,5.8,7.7,7.2,8,8.6,2.1,3.1,284000,1
1358,2,2,1,22,0,8198,3.42,7.3,4.1,7.9,3.68,3.7,9.2,1,TwnhsE,7,5.8,7.4,7.5,8,5.5,1.4,6.5,207000,1
1638,3,2.5,2,28,0,9042,5.5,6.1,4.4,6.7,6.34,5.85,9,1,1Fam,6,7.5,6,5.2,6.6,6.5,4.4,5.1,192000,2
1786,3,2,2,61,0,164660,82.18,4.6,5.1,5.5,6.74,4.58,0,1,2fmCon,5,0.9,4.7,5.2,4.7,10,7.9,0,228950,2
1922,3,2,1,21,1,14157,6.25,8.8,0.1,10,2.84,0,5.2,1,1Fam,9,7.6,9.3,8.8,9.1,7.9,0.1,3.2,377426,1
1536,3,2,1,24,1,9135,4.25,6.6,2.3,8.5,3.79,2.64,6.5,1,1Fam,7,6.7,6.6,6.5,7,7.1,2.9,6.9,214000,0
1621,3,2,1,42,1,14145,7.49,7.5,4.2,8.2,6.59,4.44,6.6,1,1Fam,7,4.6,7.3,7.2,6.6,10,5.1,2.7,202500,0
1215,3,1,1,68,1,12400,5.64,6,5.4,6.7,6.88,2.17,6.4,1,1Fam,6,2.9,6.1,6.1,6,9,7.3,4.7,155000,0
1908,4,2.5,2,24,0,14191,6.27,9,1.8,9.5,4.96,0,6.1,1,1Fam,8,6.6,7.7,9.1,7.9,9.3,1.7,4.9,202900,0
841,2,1,1,76,0,8400,4.44,4,6,4.8,7.69,6.09,8.9,1,1Fam,4,1.1,4.3,3.7,4.1,6.2,7.4,5.4,82000,0
1040,2,2,1,77,1,8544,4.52,2.6,6.1,3.3,7.27,6.56,8.6,1,Duplex,3,0.4,3.3,3.7,2.6,6.6,7,7.5,87500,0
1684,2,2,1,21,0,8849,3.92,8.2,2.2,9.7,4.95,1.01,9.2,1,TwnhsE,9,7.2,9.6,9.2,8.4,7.5,1.7,5.6,266000,1
1112,3,1.5,2,50,0,2592,0.82,4.1,5.7,5.4,6.94,5.95,8.4,1,TwnhsE,5,6,5.5,4.7,5,2.7,3.8,10,85000,0
1577,3,1,2,87,1,6435,3.45,5.2,5.9,4.4,5.25,3.45,8,1,1Fam,6,0,6.2,6.4,6.9,4.4,8.6,5.6,140200,1
958,2,1,1,66,1,12772,4.94,6.1,3.1,6.7,6.42,2.13,7.6,1,1Fam,6,3,5.4,6.3,6,7.2,5.1,5.6,151500,0
1478,3,2,1,66,0,17600,7.39,6.3,3.6,6.3,7.17,6.04,6,1,1Fam,6,2.4,7.2,6,5.8,10,6.4,2,157500,2
1626,2,2.5,2,23,1,2448,0.51,6.2,3.2,8.8,4.98,2,10,1,Twnhs,7,6.6,6.3,7.1,7.4,1.9,1.1,10,154000,0
2728,4,2.5,2,21,1,20431,10,9.4,1.6,9.9,4.28,0,5.3,1,1Fam,9,9,9.5,8.7,8.9,10,2.3,0,437154,2
1869,2,2,1,19,0,7820,4.22,8.8,0.8,9.1,4.08,2.1,9.9,1,TwnhsE,9,5.8,9.2,8.6,9.9,6.6,1.2,6.1,318061,1
1453,2,1.5,1,40,0,5271,4.11,7.1,2.1,7.7,3.92,2.62,9.2,1,1Fam,7,4.5,6.4,7.4,7,3.4,4.3,5.2,190000,1
1111,3,1,2,85,1,9084,5.4,5.8,5.9,4.8,6.33,4.94,8.8,1,1Fam,5,0,4.9,4.9,5.4,8.2,9.6,5.5,95000,0
720,2,1,1,98,1,8520,4.1,6.4,4.7,6.9,6.96,4.48,7.5,1,1Fam,6,0,6,6,5.6,3.9,10,5.2,105900,0
1595,2,1,2,86,1,8400,4.18,5.9,3.1,6.8,3.29,5.08,7.9,1,1Fam,6,0,6.7,6.1,6.3,6,6.1,7.5,140000,2
1200,3,2,1,31,0,11249,4.62,5.6,5.4,7.3,5.85,3.67,8.1,1,1Fam,6,6.6,5.6,6.1,6.1,6.7,2.3,4.4,177500,0
1167,3,2,1,34,0,9248,4.61,4.9,5.2,6,4.57,5.52,9.3,1,1Fam,6,5.6,5.9,5.3,6,4.3,3.1,4,173000,0
1142,3,1.5,1,50,0,4224,1.82,4.6,5.1,5.5,6.52,2.86,9.7,1,TwnhsE,5,3.3,3.8,5.6,4.7,2.6,5.5,9.1,134000,1
1352,3,1,1,68,0,6930,3.79,4.9,5.1,4.5,6.7,5.76,8.2,1,1Fam,5,1.9,5.9,5.1,4.7,3.2,5.1,5.6,130000,0
1924,3,2.5,2,28,0,12011,5.18,7.5,2.6,9.3,3.64,1.16,8.4,1,1Fam,8,6.2,7.5,7.9,8.1,7.8,1.8,4.8,280000,1
912,2,1,1,48,0,7540,4.29,5.9,3.1,7,5.45,5.37,5.9,1,1Fam,6,2.9,6.2,6.2,6.3,5.1,4.9,5.4,156000,1
1505,3,1,2,86,1,9144,6.1,5,5,5.8,5.9,5.14,6.3,1,1Fam,5,2.1,4.9,5.1,4.9,7.2,8.7,2.6,145000,0
1922,4,3,2,23,0,7301,3.54,6.9,0.8,7.7,7.29,2.33,8.9,1,1Fam,7,6.6,7,7.4,7.1,3.4,2.7,6.4,198500,1
987,2,1.5,2,54,1,1680,1.24,5.7,4.9,6.9,7.87,4.66,9.6,1,Twnhs,6,1,6.4,6.3,6,2,5.8,10,118000,0
1574,3,2.5,2,50,0,18800,10.09,6.1,2.4,7.7,4.84,4.89,5.9,1,1Fam,6,2.9,6.8,6.4,6,10,5.3,0.9,190000,1
1344,3,1,2,106,1,10690,4.94,5.2,6.5,5.3,8.58,5.64,7.4,1,1Fam,5,0,5.1,5.7,4.9,8.2,10,5.3,147000,0
1394,3,1.5,1,63,0,9500,4.97,5.5,3.7,6.7,5.6,2.97,8.2,1,1Fam,6,3,6.3,6.4,6,5.9,6.4,6.1,159000,2
1431,3,1,1,64,0,9150,4.59,6.7,3.8,5.8,6.13,3.52,6.9,1,1Fam,6,2.3,6.2,5.9,7.3,4.8,7.1,4.4,165000,1
1268,2,1,1,72,0,7800,4,5,4.4,4.9,6.94,5,8.6,1,1Fam,5,1.4,5.5,4.4,5.2,4,5,5.7,132000,1
1287,3,1,1,67,1,9830,4.14,5,4.7,5.6,6.34,4.96,8.5,1,1Fam,5,1.3,4.8,5.8,5.3,5.3,8.2,6.3,162000,1
1664,3,2.5,2,26,0,8121,4.09,6.4,5.4,7.4,6.98,4.75,9.2,1,1Fam,6,6.5,6.5,5.9,6.2,5.9,0.4,5.8,172400,1
1588,4,2,2,67,0,17120,9.06,4.1,3.5,4.2,8.13,3.99,7.7,1,1Fam,4,1.3,4.6,3.8,3.9,10,5.6,0.7,134432,1
752,2,1,1,42,0,7175,5.04,6.5,5.3,6.4,5.52,4.33,8.5,1,TwnhsE,6,4.7,6.5,5.1,6.6,4.2,4,3.8,125000,0
1319,3,1,1,73,0,10634,6.28,5.1,5.3,5.2,5.7,4.71,7.6,1,1Fam,5,1.7,4.7,5.2,4.9,7.7,8,1.6,123000,0
1928,4,2.5,2,23,1,8200,6.25,6.7,1.8,7.3,4.11,2.16,6.4,1,1Fam,7,7.5,6.9,7.1,7.5,3.9,0,4.6,219500,1
904,1,0.5,1,104,1,10020,4.24,1.2,7.9,1.3,9.36,8.26,7,0,1Fam,1,0,1.1,0.2,0.8,6.9,10,6,61000,0
914,2,1,1,30,0,8846,5.3,4.4,6.7,4.5,7.01,4.79,7.6,1,1Fam,5,6.7,4.3,5.2,4.5,6.6,3.8,5.6,148000,0
2466,4,3,2,22,1,11143,5.75,8.1,1.1,9.7,2.8,0,8.3,1,1Fam,8,8.1,8.8,7.8,8.2,6,3.2,3.8,340000,1
1856,1,1.5,1,16,0,11394,7.89,9,0,9.4,2.73,0.3,6.5,1,1Fam,9,8.3,9,10,8.4,7.4,0.9,1.4,394432,1
1800,3,2.5,2,26,0,8123,3.25,5.9,5.1,7.1,7.37,3.12,8.8,1,1Fam,6,7.1,6.1,5.7,6.3,6.1,2.3,6.8,179000,1
1691,3,2,2,102,1,5000,1.66,4.9,5.3,4.6,8.2,5.53,8.7,1,1Fam,5,0,4.7,4.8,4.4,0.4,9.6,9.2,127000,1
1301,2,2,1,20,0,7200,3,6.1,2.1,8.2,4.97,2.19,8,1,1Fam,7,6.8,6.3,6.6,6.8,6.1,1.6,6.8,187750,1
1797,3,2.5,2,20,0,9245,2.5,6.7,3.2,8.2,4.91,2.78,7.9,1,1Fam,7,6.6,6.7,7.6,6.3,6.5,1,8.3,213500,0
784,2,1,1,98,1,9000,3.97,6,3,6.9,7.88,5.54,7.4,1,1Fam,6,0,6.1,5.8,7.4,6.7,8.9,5,76000,0
1953,3,2.5,2,34,0,53107,25.79,6.1,5.1,5.9,6.52,4.99,0,1,1Fam,6,5.9,6.3,5.6,5.2,10,3.8,0,240000,2
1269,2,2,1,22,1,3182,1.74,7.5,3.1,9,3.67,2.9,7.5,1,TwnhsE,8,5.4,8.1,8.4,8,0.4,2.3,8.2,192000,1
1184,5,1,2,116,1,8410,4.55,5.6,5.5,4.7,5.57,4.5,7.6,0,1Fam,5,0,5.2,4.3,5.6,6.1,10,6.7,81000,0
1125,3,1,1,50,0,7200,5.48,5.6,4.4,6.4,6.39,4.54,7.7,1,1Fam,6,3.6,5.8,6.3,6.5,4.7,5.2,4.7,125000,1
1479,3,2,1,27,1,9382,5.64,7.5,4.8,8.4,5.83,2.77,7.1,1,1Fam,7,7.8,7.2,7.9,7.4,6.3,3.4,6.1,191000,0
2332,3,2.5,2,19,1,12474,5.66,10,0,10,1.37,0,7.3,1,1Fam,10,7,10,10,9.8,9.4,2.8,3,426000,1
1367,4,1,2,126,1,8405,3.3,4.7,3.8,5.5,7.29,5.41,8.6,1,1Fam,5,0,5.4,5.3,5.7,6.4,10,6.8,119000,0
1961,3,2.5,2,25,1,12209,6.6,6.9,4.4,5.9,5.64,3.4,7.2,1,1Fam,6,8,6.4,6.4,6.5,10,1.6,3.6,215000,1
882,3,1,1,67,0,8339,2.85,4.4,7.1,6,6.82,6.49,8.9,1,1Fam,5,3,5.1,5.9,5.1,5.7,6.5,7.8,106500,0
788,2,1,1,85,1,7446,5.55,4.5,5,4.4,5.51,5.84,8.7,0,1Fam,4,0,3.2,4.6,4.1,4.3,8.5,3.6,100000,2
1034,2,1,2,86,1,10134,6.25,5.5,4.6,3.9,6.78,5.62,7.2,1,1Fam,5,0,4.5,5.2,4.8,6.6,7.9,5.4,109000,0
1144,3,1,1,70,0,9571,4.32,4.7,5.4,6,7.97,6.46,7.1,1,1Fam,5,1.5,5.2,5.5,4.5,6.8,7.9,5.7,129000,0
894,2,1,1,54,0,7200,1.89,5.7,4.9,5.5,6.37,6.03,8.5,1,1Fam,5,3.6,5,4.6,5.6,5.8,7.4,7,123000,0
1812,4,2,2,64,0,7590,5.15,4.9,4,6.3,7.05,3.59,8.7,1,1Fam,5,1.7,5.2,5.4,5.7,3.6,6.6,4.8,169500,1
1077,2,1,1,106,1,8967,4.37,5.1,6.1,4.7,6.24,5.44,9.2,1,1Fam,5,0,5.8,4.5,4.6,6,10,5.3,67000,0
1550,2,2,2,20,1,8125,5.3,7.1,5.3,5.5,5.36,3.85,9.2,1,1Fam,7,5.6,7.4,6.8,6.9,7,2.8,7.5,241000,0
1288,1,1.5,1,30,0,14963,5.89,7.9,2.2,9,3.78,2.89,5.7,1,TwnhsE,8,5.8,8.6,6.5,7.9,9.7,1.1,5.2,245500,2
1310,3,2,1,21,0,8767,3.78,7.4,2.1,7.9,4.06,1.89,7.7,1,1Fam,7,7.8,7,7.2,7,6.8,2.1,6.3,164990,1
672,2,1,1,86,1,10200,5.11,5.4,3.5,4.3,8.33,4.34,8.1,1,1Fam,5,0,4.6,4.7,5,7.3,9.6,4.8,108000,0
2263,4,2.5,2,28,0,12090,6.09,7.1,2.3,8.1,4.93,2.99,8,1,1Fam,8,7.9,8,8.6,8.5,9,2.2,4.9,258000,1
1572,3,2.5,2,31,1,10364,4.73,6.7,5.1,8.5,5.4,3.24,8.3,1,1Fam,6,7.3,5.6,6.2,5.6,6.1,1.9,6.3,168000,1
1620,3,2,1,50,1,9991,5.62,3.2,6.5,4.2,8.5,5.7,7.4,1,1Fam,4,3.5,4.8,4.6,3.6,5.9,4.8,1.5,150000,1
1639,3,1,1,90,1,10480,4.17,6.5,4,7.1,6.54,5.58,6.1,1,1Fam,6,0,6.4,5.5,6.6,7,8.9,6.5,115000,0
1680,4,2,2,111,1,15576,7.65,6.6,3.4,6.1,6.64,3.95,5.1,1,1Fam,6,0,6.3,6.5,5.8,8.9,10,2.4,177000,0
2172,3,2.5,2,20,0,14154,7.2,6.5,1.9,6.2,3.31,2.27,6.7,1,1Fam,7,8.4,7.6,8.1,6.4,9.2,4.1,1.5,280000,1
2078,3,2.5,2,19,1,10800,5.91,7.8,2.8,8.7,5.01,1.12,7.6,1,1Fam,8,9.4,7,8.4,7.8,7.5,1.4,5,339750,1
1276,3,1,1,68,0,9571,5.5,4.4,5.9,5.3,6.43,5.33,6.5,1,1Fam,5,2.7,5.3,5.4,4.8,8.2,5.6,6.7,60000,0
1056,3,1,1,71,0,34650,16.2,4.9,3.5,5.2,6.64,3.67,1.4,1,2fmCon,5,1.2,4.3,5.1,5.8,10,7,0,145000,0
1478,2,2.5,1,17,0,4403,0.67,6.8,4.6,7.6,7.64,2.75,9.5,1,1Fam,7,7.5,7,6.7,7.5,3.6,2.6,10,222000,1
1028,2,1,1,99,1,8960,5.76,5.4,5.6,5.7,7.3,5.33,6.6,1,1Fam,5,0,4.8,5.4,5.6,7.1,9.9,6,115000,1
2097,3,2.5,2,33,0,11228,5.95,7.7,4.4,7.6,4.61,4.3,8.3,1,1Fam,7,6.2,7.3,6.2,7.4,6.5,3.8,3.2,228000,1
1340,3,2,1,19,0,8899,3.7,7.7,1.7,6.8,2.79,3.67,7.4,1,1Fam,7,6.5,7.1,6.8,7.5,5.8,1,4.4,181134,0
1400,3,1.5,2,48,0,7844,5.47,5.7,2.6,6.9,7.39,3.29,9.3,1,1Fam,6,3.2,6.7,5.1,5.7,7.7,6.3,5.2,149500,1
2624,4,2.5,2,108,1,22420,11.33,5.9,3.9,5.2,4.65,5.18,3.9,1,1Fam,6,0,5.7,5.6,5.9,10,10,0,239000,1
1134,3,1.5,2,86,1,8160,5.26,4.2,5.5,4.1,6,4.7,6.9,1,1Fam,5,0,5.4,5.3,4.5,6.6,9.6,3.4,126000,0
1056,3,1,1,58,0,8450,4.29,4.6,6.8,6,6.67,3.76,7.4,1,1Fam,5,2.7,5.1,5.3,4.9,6.6,6.2,5.6,142000,1
1344,2,2,1,29,1,7060,5.59,7.5,3.7,8.1,6.42,2.83,8.1,1,Duplex,7,6.6,6.2,7,7.3,3.2,3.7,5.1,206300,0
1602,3,2,1,49,1,16635,10.07,6.8,3.8,6.6,6.77,5.44,5.5,1,1Fam,6,3.3,5.5,6.1,6.1,10,4,0,215000,1
988,2,1,1,72,0,21750,10.63,4.4,4,4.5,6.84,5.17,4.3,1,1Fam,5,2.1,4.9,4.1,5.7,10,6.7,0,113000,0
2630,4,2.5,2,28,0,9200,5.57,7.7,3.2,8.3,4.31,2.01,8,1,1Fam,8,6.3,8.6,7.8,7.4,6.5,4.1,4.2,315000,1
1196,2,1,1,70,0,9000,5.15,6,3,6.4,5.4,5.64,7.6,1,1Fam,6,0.5,6.2,5.7,6.3,5.2,8.6,4.8,139000,1
1389,3,1.5,2,80,1,3378,3.06,7.1,4.6,6.6,5.14,1.57,9.1,1,1Fam,7,0.2,6.4,6.7,6.4,1.1,6.9,5,135000,2
1644,2,2,1,37,0,12800,5.44,6.6,2.7,7.2,5.07,1.71,5.1,1,1Fam,7,7.3,6.9,7.3,7,8.1,3.9,4.4,275000,1
907,3,1,1,69,0,8593,4.98,4.2,7.6,4.9,8.97,4.38,8.2,1,1Fam,4,1.7,5,3.6,4.4,5.6,6.5,3.7,109008,0
1208,2,2,1,19,0,6762,4.44,6.8,3.7,8.7,5.97,3.37,8.2,1,1Fam,7,7.3,7.1,6.7,6.9,5.7,1.2,6.2,195400,0
1412,3,2,1,38,0,11457,3.97,6,3.9,6.3,6.49,4.17,8.7,1,1Fam,6,3.7,5.8,5,6.3,9.5,4.1,4.5,175000,1
987,2,1.5,2,55,0,1680,0,6.3,3.5,7.1,5.64,5.54,8.6,1,Twnhs,6,2.9,6.2,5.9,5.5,2.5,6.6,10,85400,0
1198,4,1,2,106,1,5586,0.75,6,3.7,5.3,6.74,4.24,6.8,0,1Fam,6,0,6.4,5.5,5.2,4.6,10,8.8,79900,0
1365,2,1.5,2,55,0,1920,0.69,4.8,5.4,6,6.91,4.6,10,1,TwnhsE,5,2.7,4.8,5,5.3,0.3,5.2,8.8,122500,0
1604,3,2.5,2,29,1,10839,6.14,5.9,4.1,6,4.92,4,7.6,1,1Fam,6,4.7,6.3,5.5,6.9,6.8,3.4,4.2,181000,1
630,1,1,1,54,0,1890,2.45,4,5.4,4.6,7.6,6.12,8.5,0,Twnhs,4,2.4,3.8,4.1,3.5,1.5,5,6.7,81000,0
1661,3,2.5,2,30,0,10667,5.41,6.8,2.8,7.5,5.08,1.33,5.8,1,1Fam,7,7.7,7.4,6.9,7.6,6.5,3.4,4.9,212000,1
1118,2,1,2,106,1,4400,3.83,5.9,4.1,7.5,6.91,6.71,10,1,1Fam,6,0,6.1,6.8,6,3.5,10,5.4,116000,0
904,2,1,1,100,1,6000,1.62,6.8,1.9,6,5.82,4.52,9.9,1,1Fam,6,0,6.2,6.2,5.3,4.7,7.9,7.8,119000,0
694,2,1,1,113,1,4280,0.44,5.3,5.5,5.9,5.79,5.21,6.4,1,1Fam,5,0,4.6,4.1,4.4,3.4,10,10,90350,1
1196,3,1,2,106,1,12354,6.12,5.9,3,6.4,6.06,4.62,6.5,1,1Fam,6,0,5.6,5.4,6,9.3,9.1,2.7,110000,0
2402,2,2,1,18,0,15431,8.1,10,0,10,2.11,0.71,7.8,1,1Fam,10,9.2,10,10,9.8,9.4,3,0.6,555000,2
1440,4,2,1,71,0,12108,6.02,3.8,4.3,4.3,8.19,5.86,6.5,0,Duplex,4,1.4,4,3.5,3.3,9,6.5,4.2,118000,0
1573,3,2,2,96,1,6240,1.05,5.6,3.2,4.9,7.92,4.37,7.9,1,1Fam,5,0,5.1,3.5,4.2,3.5,8.4,8.9,162900,1
1258,2,2,1,20,1,3922,1.87,7.2,1.6,7.7,6.02,3.6,8.7,1,TwnhsE,7,5.8,6.8,7.7,6.6,1.7,2.7,8.3,172500,1
1908,4,2.5,2,32,1,8750,3.07,6.9,2.3,7.7,4.41,3.39,6.7,1,1Fam,7,6.7,7.4,7.4,7.1,6.4,3.6,7.3,210000,1
1689,3,1,1,70,0,9855,5.6,6.2,6,6.8,5.38,3.19,5.8,1,1Fam,6,1.2,5.7,6.3,6,7.8,6,4.5,127500,1
1888,2,2.5,1,60,1,16492,8.61,5.2,3.5,6.7,4.96,5.42,6.9,1,1Fam,6,3.4,5.9,5.7,5.7,10,4.7,2,190000,1
1886,4,2.5,2,28,1,11214,4.67,6.4,3.2,8.3,5.7,3.29,5.4,1,1Fam,7,7.4,7.4,7.2,7.1,7.5,2.6,5.4,199900,1
1376,3,2,2,89,1,8600,3.79,5.4,4.4,7.2,7.45,4.73,8.1,1,1Fam,6,0,6.6,5.6,6.5,6,7.7,4.2,119500,1
1183,2,1.5,2,78,1,6000,1.94,3.1,7.1,2.6,8.68,8.39,9.4,1,1Fam,3,0,2.7,3.1,3.2,4.1,6.7,6.3,120000,0
813,2,1,1,96,1,5684,2.78,6.9,3.9,7.2,5.76,4.02,7.1,1,1Fam,6,0,7,5.5,5.9,2.7,9.7,9.1,110000,0
1533,2,2,1,51,0,70761,36.34,8.1,1.8,6.9,6.47,3.32,0,1,1Fam,7,3.6,7.2,7.8,7.5,10,4.1,0,280000,2
1756,3,2.5,2,30,1,9303,3.67,6.3,5.5,7,6.51,4.81,8.9,1,1Fam,6,5.4,5.5,5.2,5.5,6.1,3.4,7.3,204000,0
1590,3,2.5,2,18,0,9000,5,8.3,3.8,9.2,4.44,1.28,8.3,1,1Fam,8,6.8,8.2,8.6,7.9,6.1,3.3,4.7,210000,0
1728,4,2,1,50,0,9297,4.12,4.1,3.3,4.2,5.81,5.05,7.1,1,Duplex,5,2.3,4.8,5,4.9,6.2,4.9,5.8,188000,0
1242,3,1.5,1,53,0,9600,4.01,6.7,2,7.8,5.68,3.13,8.8,1,1Fam,7,2.9,7.2,6.8,6.4,7.1,5.4,5.5,175500,1
1344,4,1,2,110,1,4571,2.18,4.6,4.7,5.2,6.07,4.04,10,1,1Fam,5,0,5,5.1,4.8,2.8,10,10,98000,0
1663,2,1,1,72,1,53227,25.58,3.7,5,3.9,6.87,8.32,0,1,1Fam,4,1.2,4,4.4,3,10,6,0,256000,2
1666,3,1,2,101,1,5100,2,7.9,2.5,9.7,3.65,0.59,7.8,1,1Fam,8,0,7.5,8.7,9,3.3,10,7.5,161000,1
1203,3,1,2,76,0,7015,2.31,4.8,4.3,5,6.41,3.7,7.8,1,1Fam,5,1.3,5.5,5.2,4.5,6.5,8.7,6,110000,1
1935,3,2.5,2,17,0,8004,5.97,7,4.2,8.2,3.78,3.31,8.3,1,1Fam,8,7,7.4,7.6,8.8,5.4,2.6,6,263435,0
1135,3,1,2,90,1,7200,3.64,7.4,4.2,7.8,3.56,3.71,8,1,1Fam,7,0,6.4,7,7,7.1,10,6.2,155000,0
864,3,1,1,61,0,8281,3.44,4.5,5.2,6,7.96,3.97,8.9,1,1Fam,5,2.2,5.2,5.9,5.3,5.9,6.4,7.3,62383,1
1660,3,1.5,2,92,1,11988,6.21,6.1,5,6.5,7.13,4.61,5.5,1,1Fam,6,0,6.8,6.7,5.8,7.8,8.6,4.6,188700,1
1040,3,2,1,48,0,8430,4.1,6,6.1,6.3,5.05,6.47,6.4,0,1Fam,5,2.4,4.8,5.5,5.1,4.7,5.9,5.4,124000,0
1414,2,2,1,22,0,3072,1.32,6.5,2.4,8.1,5.98,2.97,9.4,1,TwnhsE,7,6.4,7.4,7.4,7.3,0.6,3.3,9.4,178740,1
1277,2,1,1,56,0,10628,5.93,5.7,2.2,6.2,4.19,5.6,6.9,1,1Fam,7,1.4,7.5,7.3,7.3,6.1,6.7,3.5,167000,1
1644,3,1.5,2,84,1,9480,5.5,4.9,5.1,5.1,7.86,3.28,7,1,1Fam,5,0,5.4,5.6,5.4,5.4,8.4,3.5,146500,2
1634,3,2,1,20,0,11428,5.18,8.6,2.9,8.4,3.93,2.69,5.4,1,1Fam,8,8.7,7.8,7.8,7.8,8,1.3,6,250000,1
1710,3,2.5,2,33,0,9291,4.07,7,4.1,6.9,6.03,5.17,7.7,1,1Fam,6,5.4,5.5,5.3,5.8,5.7,3.5,5.8,187000,0
1502,1,1.5,1,41,0,6820,3.13,7.4,0.4,7,3.81,2.89,8.2,1,TwnhsE,8,4.4,6.9,8,7.2,4.7,5,7.4,212000,0
1969,3,2.5,2,49,0,11952,3.67,7.2,2.2,9.5,6.21,2.8,7.7,1,1Fam,7,4.7,6.9,6.6,7.3,9.2,5.9,6.7,190000,1
1072,2,1,1,21,0,3675,0.32,5.8,3.9,7,4.76,3.71,9.2,1,TwnhsE,6,8.4,6.6,5.5,6.5,2.4,1.7,10,148000,0
1976,2,2,1,20,1,14977,8.86,7.9,1.9,8.9,4.61,2.44,6.1,1,1Fam,8,7.4,7.4,7.6,8.8,10,2.3,0,440000,1
1652,2,2,1,26,0,5330,4.31,9.3,4,9.6,5.1,2.82,9.8,1,TwnhsE,8,7.4,8.4,9.2,8.2,2.4,1.3,5.1,251000,0
970,2,1,1,63,0,8480,3.99,4.2,3.6,7.1,7.72,5.6,6.6,1,1Fam,5,1,4.5,5.1,4.6,5.5,7.3,5.7,132500,0
1493,3,2,1,29,1,13125,7.14,6.1,4.5,7.2,8.32,5.04,7.3,1,1Fam,6,7.8,6.1,6.2,5.2,8.2,2.1,2,208900,1
2643,3,2.5,2,20,0,13693,7.16,9.2,2.5,10,2.47,0,4.9,1,1Fam,9,9.6,9.4,8.4,9.5,10,2.8,3.3,380000,1
1718,3,2,1,19,1,10637,8.4,8.5,4.3,8.9,4.96,1.77,6.5,1,1Fam,8,8.1,7.7,7.1,7.1,4.9,0.8,2.8,297000,1
1131,2,1,1,89,1,5925,4.08,4,5.6,4.3,7.89,5.06,7.3,1,1Fam,4,0,4.1,3.6,3.8,2.5,9.9,7.3,89471,0
1850,3,2,1,22,1,16033,7.89,9.2,1.5,9.6,4.23,0.61,6.8,1,1Fam,9,6.7,8.8,9.7,8.9,10,2.5,1.8,326000,1
1792,2,2,1,23,1,11846,4.97,8.8,1.6,9.3,2.99,2.02,7,1,1Fam,9,7.7,9.4,9.2,9,9.4,1.5,5.3,374000,1
1826,4,1.5,2,111,1,2500,0,7.1,3.2,7.2,4.61,3.11,9.4,1,1Fam,7,0,7.1,7.3,7,1.9,10,10,155000,1
1216,2,2,1,28,0,4500,2.45,5.8,3.9,5.7,7.31,6.61,7.8,1,Twnhs,6,7.8,6,6.4,6.1,1.6,2.2,8.2,164000,0
999,3,1,1,64,1,7758,3.12,5.3,5.4,5.4,6.51,5.19,7.8,1,1Fam,5,2.6,5.8,4.7,3.8,4,7.1,6,132500,0
1113,3,1,1,76,1,9600,3.38,4.8,2.5,4.3,5.59,5.06,6.8,1,1Fam,5,0,5.3,5.7,5,8.1,7.3,8.4,147000,1
1073,3,1.5,1,61,0,10289,4.5,5.2,5.7,5.6,6.48,5.11,7.8,1,1Fam,5,2.4,4.7,4.7,3.9,6.2,4.4,6.4,156000,0
1484,3,2,1,55,0,12243,5.04,5,5.1,5.5,7.62,4.36,5.9,1,1Fam,5,2.2,5,5.7,5.4,7.2,4.5,5.9,175000,1
2414,3,2,2,126,1,10800,7.09,5.6,4.8,5.6,8.39,4.94,8.6,1,2fmCon,5,0,5,5.2,4.7,8.7,10,4.1,160000,1
630,1,1,1,56,1,1526,1.64,4,8,4,8.11,7.13,7.9,1,Twnhs,4,2.4,4,3.1,2.9,2,7,8.9,86000,0
1304,3,1.5,2,50,0,2665,1.32,4.1,4.3,7.7,8.32,5.11,8.5,1,TwnhsE,5,4.9,6.3,4.6,4.6,3.1,5.9,7.6,115000,1
1578,3,1,2,85,1,9490,6.22,6.6,3.6,7.6,4.64,3.21,9.3,1,1Fam,6,1.5,6.2,5.1,5.7,5.4,10,3.6,133000,2
1456,3,2.5,2,20,0,15578,7.87,5.5,6,5.7,5.56,3.07,5.7,1,1Fam,6,6.1,5,6.6,6.6,8.9,3.7,0.5,172785,0
